nodes,rho,network,beta,lambda,factor,physical_infectivity,hidden_infectivity,aware,infected
410,0.2,infectious,0.0,0.0,0.01,0.0,0.0,0.9710464201416208,0.20000000000000007
410,0.2,infectious,0.0,0.1,0.01,0.0,0.0,0.9710464201416208,0.20000000000000007
410,0.2,infectious,0.0,0.2,0.01,0.0,0.0,0.9710464201416208,0.20000000000000007
410,0.2,infectious,0.0,0.3,0.01,0.0,0.0,0.9710464201416208,0.20000000000000007
410,0.2,infectious,0.0,0.4,0.01,0.0,0.0,0.9710464201416208,0.20000000000000007
410,0.2,infectious,0.0,0.5,0.01,0.0,0.0,0.9710464201416208,0.20000000000000007
410,0.2,infectious,0.0,0.6,0.01,0.0,0.0,0.9710464201416208,0.20000000000000007
410,0.2,infectious,0.0,0.7,0.01,0.0,0.0,0.9710464201416208,0.20000000000000007
410,0.2,infectious,0.0,0.8,0.01,0.0,0.0,0.9710464201416208,0.20000000000000007
410,0.2,infectious,0.0,0.9,0.01,0.0,0.0,0.9710464201416208,0.20000000000000007
410,0.2,infectious,0.0,1.0,0.01,0.0,0.0,0.9710464201416208,0.20000000000000007
410,0.2,infectious,0.1,0.0,0.01,0.0,0.0,0.9710464201416208,0.3356412273800158
410,0.2,infectious,0.1,0.1,0.01,0.0,0.0,0.9710464201416208,0.33619197482297414
410,0.2,infectious,0.1,0.2,0.01,0.0,0.0,0.9710464201416208,0.31148701809598756
410,0.2,infectious,0.1,0.3,0.01,0.0,0.0,0.9710464201416208,0.3251770259638081
410,0.2,infectious,0.1,0.4,0.01,0.0,0.0,0.9710464201416208,0.3199842643587727
410,0.2,infectious,0.1,0.5,0.01,0.0,0.0,0.9710464201416208,0.3088119590873328
410,0.2,infectious,0.1,0.6,0.01,0.0,0.0,0.9710464201416208,0.3240755310778915
410,0.2,infectious,0.1,0.7,0.01,0.0,0.0,0.9710464201416208,0.3270653029110936
410,0.2,infectious,0.1,0.8,0.01,0.0,0.0,0.9710464201416208,0.2812745869394178
410,0.2,infectious,0.1,0.9,0.01,0.0,0.0,0.9710464201416208,0.3166797797010228
410,0.2,infectious,0.1,1.0,0.01,0.0,0.0,0.9710464201416208,0.2871754523996854
410,0.2,infectious,0.2,0.0,0.01,0.0,0.0,0.9710464201416208,0.3977970102281668
410,0.2,infectious,0.2,0.1,0.01,0.0,0.0,0.9710464201416208,0.42250196695515346
410,0.2,infectious,0.2,0.2,0.01,0.0,0.0,0.9710464201416208,0.4117230527143982
410,0.2,infectious,0.2,0.3,0.01,0.0,0.0,0.9710464201416208,0.3929976396538159
410,0.2,infectious,0.2,0.4,0.01,0.0,0.0,0.9710464201416208,0.41022816679779706
410,0.2,infectious,0.2,0.5,0.01,0.0,0.0,0.9710464201416208,0.40605822187254126
410,0.2,infectious,0.2,0.6,0.01,0.0,0.0,0.9710464201416208,0.4235247836349331
410,0.2,infectious,0.2,0.7,0.01,0.0,0.0,0.9710464201416208,0.44350904799370566
410,0.2,infectious,0.2,0.8,0.01,0.0,0.0,0.9710464201416208,0.3992132179386309
410,0.2,infectious,0.2,0.9,0.01,0.0,0.0,0.9710464201416208,0.40424862313139265
410,0.2,infectious,0.2,1.0,0.01,0.0,0.0,0.9710464201416208,0.44169944925255705
410,0.2,infectious,0.3,0.0,0.01,0.0,0.0,0.9710464201416208,0.48686073957513765
410,0.2,infectious,0.3,0.1,0.01,0.0,0.0,0.9710464201416208,0.4958300550747443
410,0.2,infectious,0.3,0.2,0.01,0.0,0.0,0.9710464201416208,0.4725413060582219
410,0.2,infectious,0.3,0.3,0.01,0.0,0.0,0.9710464201416208,0.46490952006294256
410,0.2,infectious,0.3,0.4,0.01,0.0,0.0,0.9710464201416208,0.5131392604248622
410,0.2,infectious,0.3,0.5,0.01,0.0,0.0,0.9710464201416208,0.46915814319433513
410,0.2,infectious,0.3,0.6,0.01,0.0,0.0,0.9710464201416208,0.4672698662470496
410,0.2,infectious,0.3,0.7,0.01,0.0,0.0,0.9710464201416208,0.46286388670338313
410,0.2,infectious,0.3,0.8,0.01,0.0,0.0,0.9710464201416208,0.47199055861526357
410,0.2,infectious,0.3,0.9,0.01,0.0,0.0,0.9710464201416208,0.4552321007081038
410,0.2,infectious,0.3,1.0,0.01,0.0,0.0,0.9710464201416208,0.4774193548387097
410,0.2,infectious,0.4,0.0,0.01,0.0,0.0,0.9710464201416208,0.520456333595594
410,0.2,infectious,0.4,0.1,0.01,0.0,0.0,0.9710464201416208,0.5443745082612116
410,0.2,infectious,0.4,0.2,0.01,0.0,0.0,0.9710464201416208,0.5499606608969314
410,0.2,infectious,0.4,0.3,0.01,0.0,0.0,0.9710464201416208,0.5768686073957515
410,0.2,infectious,0.4,0.4,0.01,0.0,0.0,0.9710464201416208,0.5213217938630998
410,0.2,infectious,0.4,0.5,0.01,0.0,0.0,0.9710464201416208,0.5163650668764752
410,0.2,infectious,0.4,0.6,0.01,0.0,0.0,0.9710464201416208,0.5549960660896932
410,0.2,infectious,0.4,0.7,0.01,0.0,0.0,0.9710464201416208,0.5600314712824548
410,0.2,infectious,0.4,0.8,0.01,0.0,0.0,0.9710464201416208,0.5121164437450827
410,0.2,infectious,0.4,0.9,0.01,0.0,0.0,0.9710464201416208,0.5745869394177813
410,0.2,infectious,0.4,1.0,0.01,0.0,0.0,0.9710464201416208,0.5245476003147128
410,0.2,infectious,0.5,0.0,0.01,0.0,0.0,0.9710464201416208,0.5845003933910308
410,0.2,infectious,0.5,0.1,0.01,0.0,0.0,0.9710464201416208,0.5863099921321795
410,0.2,infectious,0.5,0.2,0.01,0.0,0.0,0.9710464201416208,0.5854445318646735
410,0.2,infectious,0.5,0.3,0.01,0.0,0.0,0.9710464201416208,0.6114870180959876
410,0.2,infectious,0.5,0.4,0.01,0.0,0.0,0.9710464201416208,0.5679779701022817
410,0.2,infectious,0.5,0.5,0.01,0.0,0.0,0.9710464201416208,0.5710464201416207
410,0.2,infectious,0.5,0.6,0.01,0.0,0.0,0.9710464201416208,0.5643587726199841
410,0.2,infectious,0.5,0.7,0.01,0.0,0.0,0.9710464201416208,0.5777340676632573
410,0.2,infectious,0.5,0.8,0.01,0.0,0.0,0.9710464201416208,0.6087332808811959
410,0.2,infectious,0.5,0.9,0.01,0.0,0.0,0.9710464201416208,0.5956726986624706
410,0.2,infectious,0.5,1.0,0.01,0.0,0.0,0.9710464201416208,0.5881982690794652
410,0.2,infectious,0.6,0.0,0.01,0.0,0.0,0.9710464201416208,0.6221872541306057
410,0.2,infectious,0.6,0.1,0.01,0.0,0.0,0.9710464201416208,0.629032258064516
410,0.2,infectious,0.6,0.2,0.01,0.0,0.0,0.9710464201416208,0.6301337529504327
410,0.2,infectious,0.6,0.3,0.01,0.0,0.0,0.9710464201416208,0.6098347757671126
410,0.2,infectious,0.6,0.4,0.01,0.0,0.0,0.9710464201416208,0.640991345397325
410,0.2,infectious,0.6,0.5,0.01,0.0,0.0,0.9710464201416208,0.6298977183320221
410,0.2,infectious,0.6,0.6,0.01,0.0,0.0,0.9710464201416208,0.633831628638867
410,0.2,infectious,0.6,0.7,0.01,0.0,0.0,0.9710464201416208,0.6032258064516128
410,0.2,infectious,0.6,0.8,0.01,0.0,0.0,0.9710464201416208,0.6284028324154209
410,0.2,infectious,0.6,0.9,0.01,0.0,0.0,0.9710464201416208,0.6271439811172308
410,0.2,infectious,0.6,1.0,0.01,0.0,0.0,0.9710464201416208,0.5958300550747444
410,0.2,infectious,0.7,0.0,0.01,0.0,0.0,0.9710464201416208,0.6611329661683715
410,0.2,infectious,0.7,0.1,0.01,0.0,0.0,0.9710464201416208,0.6527930763178601
410,0.2,infectious,0.7,0.2,0.01,0.0,0.0,0.9710464201416208,0.6588512981904014
410,0.2,infectious,0.7,0.3,0.01,0.0,0.0,0.9710464201416208,0.6380802517702595
410,0.2,infectious,0.7,0.4,0.01,0.0,0.0,0.9710464201416208,0.639496459480724
410,0.2,infectious,0.7,0.5,0.01,0.0,0.0,0.9710464201416208,0.6556254917387885
410,0.2,infectious,0.7,0.6,0.01,0.0,0.0,0.9710464201416208,0.6588512981904013
410,0.2,infectious,0.7,0.7,0.01,0.0,0.0,0.9710464201416208,0.6535798583792289
410,0.2,infectious,0.7,0.8,0.01,0.0,0.0,0.9710464201416208,0.6457907159716758
410,0.2,infectious,0.7,0.9,0.01,0.0,0.0,0.9710464201416208,0.652006294256491
410,0.2,infectious,0.7,1.0,0.01,0.0,0.0,0.9710464201416208,0.6450039339103067
410,0.2,infectious,0.8,0.0,0.01,0.0,0.0,0.9710464201416208,0.6824547600314714
410,0.2,infectious,0.8,0.1,0.01,0.0,0.0,0.9710464201416208,0.6793076317859953
410,0.2,infectious,0.8,0.2,0.01,0.0,0.0,0.9710464201416208,0.6686860739575138
410,0.2,infectious,0.8,0.3,0.01,0.0,0.0,0.9710464201416208,0.688906372934697
410,0.2,infectious,0.8,0.4,0.01,0.0,0.0,0.9710464201416208,0.6667977970102282
410,0.2,infectious,0.8,0.5,0.01,0.0,0.0,0.9710464201416208,0.6783634933123522
410,0.2,infectious,0.8,0.6,0.01,0.0,0.0,0.9710464201416208,0.6423288749016522
410,0.2,infectious,0.8,0.7,0.01,0.0,0.0,0.9710464201416208,0.6718332022029898
410,0.2,infectious,0.8,0.8,0.01,0.0,0.0,0.9710464201416208,0.6469708890637295
410,0.2,infectious,0.8,0.9,0.01,0.0,0.0,0.9710464201416208,0.6571203776553896
410,0.2,infectious,0.8,1.0,0.01,0.0,0.0,0.9710464201416208,0.6643587726199843
410,0.2,infectious,0.9,0.0,0.01,0.0,0.0,0.9710464201416208,0.7021243115656964
410,0.2,infectious,0.9,0.1,0.01,0.0,0.0,0.9710464201416208,0.6878048780487804
410,0.2,infectious,0.9,0.2,0.01,0.0,0.0,0.9710464201416208,0.682926829268293
410,0.2,infectious,0.9,0.3,0.01,0.0,0.0,0.9710464201416208,0.7146341463414634
410,0.2,infectious,0.9,0.4,0.01,0.0,0.0,0.9710464201416208,0.6913453973249408
410,0.2,infectious,0.9,0.5,0.01,0.0,0.0,0.9710464201416208,0.6892210857592445
410,0.2,infectious,0.9,0.6,0.01,0.0,0.0,0.9710464201416208,0.6785208497246263
410,0.2,infectious,0.9,0.7,0.01,0.0,0.0,0.9710464201416208,0.6800157356412276
410,0.2,infectious,0.9,0.8,0.01,0.0,0.0,0.9710464201416208,0.7026750590086548
410,0.2,infectious,0.9,0.9,0.01,0.0,0.0,0.9710464201416208,0.6874901652242329
410,0.2,infectious,0.9,1.0,0.01,0.0,0.0,0.9710464201416208,0.6939417781274586
410,0.2,infectious,1.0,0.0,0.01,0.0,0.0,0.9710464201416208,0.7129032258064515
410,0.2,infectious,1.0,0.1,0.01,0.0,0.0,0.9710464201416208,0.7008654602675058
410,0.2,infectious,1.0,0.2,0.01,0.0,0.0,0.9710464201416208,0.7112509834775769
410,0.2,infectious,1.0,0.3,0.01,0.0,0.0,0.9710464201416208,0.681904012588513
410,0.2,infectious,1.0,0.4,0.01,0.0,0.0,0.9710464201416208,0.6998426435877262
410,0.2,infectious,1.0,0.5,0.01,0.0,0.0,0.9710464201416208,0.7110936270653029
410,0.2,infectious,1.0,0.6,0.01,0.0,0.0,0.9710464201416208,0.7184893784421714
410,0.2,infectious,1.0,0.7,0.01,0.0,0.0,0.9710464201416208,0.6842643587726203
410,0.2,infectious,1.0,0.8,0.01,0.0,0.0,0.9710464201416208,0.6949645948072384
410,0.2,infectious,1.0,0.9,0.01,0.0,0.0,0.9710464201416208,0.7014948859166011
410,0.2,infectious,1.0,1.0,0.01,0.0,0.0,0.9710464201416208,0.7153422501966956
410,0.2,infectious,0.0,0.0,0.01,0.0,0.1,0.8929976396538158,0.20000000000000007
410,0.2,infectious,0.0,0.1,0.01,0.0,0.1,0.88985051140834,0.20000000000000007
410,0.2,infectious,0.0,0.2,0.01,0.0,0.1,0.8936270653029112,0.20000000000000007
410,0.2,infectious,0.0,0.3,0.01,0.0,0.1,0.8862313139260425,0.20000000000000007
410,0.2,infectious,0.0,0.4,0.01,0.0,0.1,0.8942564909520064,0.20000000000000007
410,0.2,infectious,0.0,0.5,0.01,0.0,0.1,0.8902439024390244,0.20000000000000007
410,0.2,infectious,0.0,0.6,0.01,0.0,0.1,0.88985051140834,0.20000000000000007
410,0.2,infectious,0.0,0.7,0.01,0.0,0.1,0.89213217938631,0.20000000000000007
410,0.2,infectious,0.0,0.8,0.01,0.0,0.1,0.8919748229740362,0.20000000000000007
410,0.2,infectious,0.0,0.9,0.01,0.0,0.1,0.8917387883556255,0.20000000000000007
410,0.2,infectious,0.0,1.0,0.01,0.0,0.1,0.8940991345397324,0.20000000000000007
410,0.2,infectious,0.1,0.0,0.01,0.0,0.1,0.9554681353265144,0.6498033044846578
410,0.2,infectious,0.1,0.1,0.01,0.0,0.1,0.9564909520062942,0.6490952006294257
410,0.2,infectious,0.1,0.2,0.01,0.0,0.1,0.9534225019669551,0.6624704956726988
410,0.2,infectious,0.1,0.3,0.01,0.0,0.1,0.9543666404405979,0.639496459480724
410,0.2,infectious,0.1,0.4,0.01,0.0,0.1,0.956648308418568,0.647993705743509
410,0.2,infectious,0.1,0.5,0.01,0.0,0.1,0.9521636506687648,0.6605822187254131
410,0.2,infectious,0.1,0.6,0.01,0.0,0.1,0.9547600314712823,0.66066089693155
410,0.2,infectious,0.1,0.7,0.01,0.0,0.1,0.9516915814319435,0.6526357199055862
410,0.2,infectious,0.1,0.8,0.01,0.0,0.1,0.9569630212431156,0.6442958300550747
410,0.2,infectious,0.1,0.9,0.01,0.0,0.1,0.9560975609756098,0.6476003147128246
410,0.2,infectious,0.1,1.0,0.01,0.0,0.1,0.9555468135326516,0.6479150275373722
410,0.2,infectious,0.2,0.0,0.01,0.0,0.1,0.9616050354051928,0.7466561762391818
410,0.2,infectious,0.2,0.1,0.01,0.0,0.1,0.9618410700236034,0.7461841070023603
410,0.2,infectious,0.2,0.2,0.01,0.0,0.1,0.960582218725413,0.7281667977970102
410,0.2,infectious,0.2,0.3,0.01,0.0,0.1,0.9622344610542879,0.7244689221085758
410,0.2,infectious,0.2,0.4,0.01,0.0,0.1,0.9612116443745082,0.7309992132179387
410,0.2,infectious,0.2,0.5,0.01,0.0,0.1,0.9615263571990558,0.7262785208497247
410,0.2,infectious,0.2,0.6,0.01,0.0,0.1,0.96066089693155,0.7343036978756883
410,0.2,infectious,0.2,0.7,0.01,0.0,0.1,0.9600314712824547,0.7151062155782847
410,0.2,infectious,0.2,0.8,0.01,0.0,0.1,0.9624704956726986,0.7273800157356411
410,0.2,infectious,0.2,0.9,0.01,0.0,0.1,0.9617623918174665,0.7248623131392604
410,0.2,infectious,0.2,1.0,0.01,0.0,0.1,0.9611329661683713,0.7265932336742722
410,0.2,infectious,0.3,0.0,0.01,0.0,0.1,0.9664830841856805,0.7734067663257279
410,0.2,infectious,0.3,0.1,0.01,0.0,0.1,0.9653029110936271,0.7507474429583005
410,0.2,infectious,0.3,0.2,0.01,0.0,0.1,0.9634933123524785,0.7428796223446104
410,0.2,infectious,0.3,0.3,0.01,0.0,0.1,0.9634146341463417,0.7646734854445318
